aliasid,clonealias,cloneid
FR_5221,FR_5221,ZDB-CDNA-040425-1457
FR_5217,FR_5217,ZDB-CDNA-040425-2191
FR_5194,FR_5194,ZDB-CDNA-040425-2196
FR_5202,FR_5202,ZDB-CDNA-040425-2199
FR_5199,FR_5199,ZDB-CDNA-040425-3728
FR_5182,FR_5182,ZDB-CDNA-040425-2203
FR_201,FR_201,ZDB-CDNA-040425-3126
FR_5442,FR_5442,ZDB-CDNA-040425-3040
FR_5398,FR_5398,ZDB-CDNA-040425-2500
FR_5382,FR_5382,ZDB-CDNA-040425-1077
FR_5419,FR_5419,ZDB-CDNA-040425-3708
FR_5415,FR_5415,ZDB-CDNA-040425-2559
FR_5399,FR_5399,ZDB-CDNA-040425-1240
FR_5386,FR_5386,ZDB-CDNA-040425-2561
FR_5396,FR_5396,ZDB-CDNA-040425-2563
FR_5407,FR_5407,ZDB-CDNA-040425-2565
FR_5372,FR_5372,ZDB-CDNA-040425-2567
FR_5423,FR_5423,ZDB-CDNA-040425-1410
FR_5431,FR_5431,ZDB-CDNA-040425-3899
FR_5406,FR_5406,ZDB-CDNA-040425-1355
FR_5430,FR_5430,ZDB-CDNA-040425-2575
FR_5402,FR_5402,ZDB-CDNA-040425-3893
FR_5392,FR_5392,ZDB-CDNA-040425-3892
FR_5428,FR_5428,ZDB-CDNA-040425-1329
FR_545,FR_545,ZDB-CDNA-040425-3872
FR_5323,FR_5323,ZDB-CDNA-040425-2622
FR_5304,FR_5304,ZDB-CDNA-040425-2623
FR_5338,FR_5338,ZDB-CDNA-040425-2627
FR_5307,FR_5307,ZDB-CDNA-040425-1285
FR_5340,FR_5340,ZDB-CDNA-040425-988
FR_5299,FR_5299,ZDB-CDNA-040425-2628
FR_5327,FR_5327,ZDB-CDNA-040425-2629
FR_5328,FR_5328,ZDB-CDNA-040425-2632
FR_5345,FR_5345,ZDB-CDNA-040425-1035
FR_5335,FR_5335,ZDB-CDNA-040425-2653
FR_5334,FR_5334,ZDB-CDNA-040425-1224
FR_5341,FR_5341,ZDB-CDNA-040425-2655
FR_5301,FR_5301,ZDB-CDNA-040425-2657
FR_5303,FR_5303,ZDB-CDNA-040425-2700
FR_5342,FR_5342,ZDB-CDNA-040425-2707
FR_5298,FR_5298,ZDB-CDNA-040425-2708
FR_5312,FR_5312,ZDB-CDNA-040425-2711
FR_5308,FR_5308,ZDB-CDNA-040425-2713
FR_5313,FR_5313,ZDB-CDNA-040425-2715
FR_5440,FR_5440,ZDB-CDNA-040425-3044
FR_5441,FR_5441,ZDB-CDNA-040425-2573
FR_5434,FR_5434,ZDB-CDNA-040425-3031
FR_5087,FR_5087,ZDB-CDNA-040425-3698
FR_5435,FR_5435,ZDB-CDNA-040425-2994
FR_994,FR_994,ZDB-CDNA-040425-3812
FR_5453,FR_5453,ZDB-CDNA-040425-3498
FR_4659,FR_4659,ZDB-CDNA-040425-2946
FR_5466,FR_5466,ZDB-CDNA-040425-3457
FR_5462,FR_5462,ZDB-CDNA-040425-3204
FR_5457,FR_5457,ZDB-CDNA-040425-3202
FR_5467,FR_5467,ZDB-CDNA-040425-3201
FR_5465,FR_5465,ZDB-CDNA-040425-3200
FR_5464,FR_5464,ZDB-CDNA-040425-3166
FR_5458,FR_5458,ZDB-CDNA-040425-3160
FR_5469,FR_5469,ZDB-CDNA-040425-2735
FR_5468,FR_5468,ZDB-CDNA-040425-1027
FR_5480,FR_5480,ZDB-CDNA-040425-2738
FR_4624,FR_4624,ZDB-CDNA-040425-1311
FR_5475,FR_5475,ZDB-CDNA-040425-2745
FR_5454,FR_5454,ZDB-CDNA-040425-3528
FR_5452,FR_5452,ZDB-CDNA-040425-3506
FR_5115,FR_5115,ZDB-CDNA-040425-1275
FR_5379,FR_5379,ZDB-CDNA-040425-3695
FR_948,FR_948,ZDB-CDNA-040425-3745
FR_5315,FR_5315,ZDB-CDNA-040425-1339
FR_5608,FR_5608,ZDB-EST-050809-85
FR_4305,FR_4305,ZDB-EST-050809-26
FR_5818,FR_5818,ZDB-EST-050809-174
FR_5814,FR_5814,ZDB-EST-050809-172
FR_5618,FR_5618,ZDB-EST-050809-89
FR_4355,FR_4355,ZDB-EST-050809-44
FR_4285,FR_4285,ZDB-EST-050809-13
FR_5788,FR_5788,ZDB-EST-050809-156
FR_4364,FR_4364,ZDB-EST-050809-47
FR_4287,FR_4287,ZDB-EST-050809-14
FR_4290,FR_4290,ZDB-EST-050809-17
FR_4294,FR_4294,ZDB-EST-050809-20
FR_4301,FR_4301,ZDB-EST-050809-24
FR_4317,FR_4317,ZDB-EST-050809-32
FR_4320,FR_4320,ZDB-EST-050809-34
FR_4348,FR_4348,ZDB-EST-050809-41
FR_4374,FR_4374,ZDB-EST-050809-52
FR_4392,FR_4392,ZDB-EST-050809-59
FR_4399,FR_4399,ZDB-EST-050809-64
FR_4412,FR_4412,ZDB-EST-050809-67
FR_4416,FR_4416,ZDB-EST-050809-69
FR_4431,FR_4431,ZDB-EST-050809-72
FR_1820,FR_1820,ZDB-EST-050809-1
FR_1834,FR_1834,ZDB-EST-050809-2
FR_2803,FR_2803,ZDB-EST-050809-6
FR_3192,FR_3192,ZDB-EST-050809-9
FR_5601,FR_5601,ZDB-EST-050809-82
FR_5605,FR_5605,ZDB-EST-050809-83
FR_5606,FR_5606,ZDB-EST-050809-84
FR_5611,FR_5611,ZDB-EST-050809-87
FR_5622,FR_5622,ZDB-EST-050809-92
FR_5625,FR_5625,ZDB-EST-050809-93
FR_5633,FR_5633,ZDB-EST-050809-95
FR_5635,FR_5635,ZDB-EST-050809-97
FR_5636,FR_5636,ZDB-EST-050809-98
FR_5637,FR_5637,ZDB-EST-050809-99
FR_5639,FR_5639,ZDB-EST-050809-100
FR_5642,FR_5642,ZDB-EST-050809-102
FR_5643,FR_5643,ZDB-EST-050809-103
FR_5646,FR_5646,ZDB-EST-050809-105
FR_5647,FR_5647,ZDB-EST-050809-106
FR_5652,FR_5652,ZDB-EST-050809-109
FR_3153b,FR_3153b,ZDB-EST-050809-7
FR_5668,FR_5668,ZDB-EST-050809-115
FR_5669,FR_5669,ZDB-EST-050809-116
FR_5674,FR_5674,ZDB-EST-050809-117
FR_5676,FR_5676,ZDB-EST-050809-118
FR_5791,FR_5791,ZDB-EST-050809-157
FR_5798,FR_5798,ZDB-EST-050809-159
FR_5800,FR_5800,ZDB-EST-050809-160
FR_5801,FR_5801,ZDB-EST-050809-161
FR_5803,FR_5803,ZDB-EST-050809-163
FR_5804,FR_5804,ZDB-EST-050809-164
FR_5807,FR_5807,ZDB-EST-050809-167
FR_5811,FR_5811,ZDB-EST-050809-170
FR_3172b,FR_3172b,ZDB-EST-050809-8
FR_5821,FR_5821,ZDB-EST-050809-175
FR_5826,FR_5826,ZDB-EST-050809-176
FR_5834,FR_5834,ZDB-EST-050809-178
FR_5836,FR_5836,ZDB-EST-050809-179
FR_5837,FR_5837,ZDB-EST-050809-180
FR_5838,FR_5838,ZDB-EST-050809-181
FR_5839,FR_5839,ZDB-EST-050809-182
FR_5842,FR_5842,ZDB-EST-050809-183
FR_5849,FR_5849,ZDB-EST-050809-184
FR_5853,FR_5853,ZDB-EST-050809-186
FR_5857,FR_5857,ZDB-EST-050809-187
FR_5858,FR_5858,ZDB-EST-050809-188
FR_5860,FR_5860,ZDB-EST-050809-189
FR_5863,FR_5863,ZDB-EST-050809-190
FR_5864,FR_5864,ZDB-EST-050809-191
FR_5866,FR_5866,ZDB-EST-050809-192
FR_5867,FR_5867,ZDB-EST-050809-193
FR_5868,FR_5868,ZDB-EST-050809-194
FR_5869,FR_5869,ZDB-EST-050809-195
FR_5872,FR_5872,ZDB-EST-050809-196
FR_5677,FR_5677,ZDB-EST-050809-119
FR_5678,FR_5678,ZDB-EST-050809-120
FR_5680,FR_5680,ZDB-EST-050809-121
FR_5681,FR_5681,ZDB-EST-050809-122
FR_5682,FR_5682,ZDB-EST-050809-123
FR_5686,FR_5686,ZDB-EST-050809-124
FR_5687,FR_5687,ZDB-EST-050809-125
FR_5690,FR_5690,ZDB-EST-050809-126
FR_5692,FR_5692,ZDB-EST-050809-127
FR_5693,FR_5693,ZDB-EST-050809-128
FR_5696,FR_5696,ZDB-EST-050809-129
FR_5699,FR_5699,ZDB-EST-050809-131
FR_5706,FR_5706,ZDB-EST-050809-133
FR_5708,FR_5708,ZDB-EST-050809-134
FR_5749,FR_5749,ZDB-EST-050809-135
FR_5750,FR_5750,ZDB-EST-050809-136
FR_5704,FR_5704,ZDB-EST-050809-132
FR_5754,FR_5754,ZDB-EST-050809-138
FR_5757,FR_5757,ZDB-EST-050809-139
FR_5758,FR_5758,ZDB-EST-050809-140
FR_5759,FR_5759,ZDB-EST-050809-141
FR_5761,FR_5761,ZDB-EST-050809-142
FR_5764,FR_5764,ZDB-EST-050809-143
FR_5765,FR_5765,ZDB-EST-050809-144
FR_5766,FR_5766,ZDB-EST-050809-145
FR_5767,FR_5767,ZDB-EST-050809-146
FR_5768,FR_5768,ZDB-EST-050809-147
FR_5769,FR_5769,ZDB-EST-050809-148
FR_5770,FR_5770,ZDB-EST-050809-149
FR_5772,FR_5772,ZDB-EST-050809-151
FR_5773,FR_5773,ZDB-EST-050809-152
FR_5774,FR_5774,ZDB-EST-050809-153
FR_5778,FR_5778,ZDB-EST-050809-154
FR_5648,FR_5648,ZDB-EST-050809-107
FR_4398,FR_4398,ZDB-EST-050809-63
FR_5780,FR_5780,ZDB-EST-050809-155
FR_4327,FR_4327,ZDB-EST-050809-35
FR_5812,FR_5812,ZDB-EST-050809-171
FR_4395,FR_4395,ZDB-EST-050809-61
FR_4589,FR_4589,ZDB-EST-050809-77
FR_4278,FR_4278,ZDB-EST-050809-11
FR_5620,FR_5620,ZDB-EST-050809-91
FR_4306,FR_4306,ZDB-EST-050809-27
FR_2421,FR_2421,ZDB-EST-050809-5
FR_4333,FR_4333,ZDB-EST-050809-38
FR_4408,FR_4408,ZDB-EST-050809-66
FR_5667,FR_5667,ZDB-EST-050809-114
FR_4312,FR_4312,ZDB-EST-050809-29
FR_5805,FR_5805,ZDB-EST-050809-165
FR_4597,FR_4597,ZDB-EST-050809-80
FR_5771,FR_5771,ZDB-EST-050809-150
FR_4308,FR_4308,ZDB-EST-050809-28
FR_5609,FR_5609,ZDB-EST-050809-86
FR_5653,FR_5653,ZDB-EST-050809-110
FR_4593,FR_4593,ZDB-EST-050809-78
FR_2416,FR_2416,ZDB-EST-050809-4
FR_5852,FR_5852,ZDB-EST-050809-185
FR_4429,FR_4429,ZDB-EST-050809-71
FR_4387,FR_4387,ZDB-EST-050809-57
FR_4368,FR_4368,ZDB-EST-050809-49
FR_4586,FR_4586,ZDB-EST-050809-76
FR_5600,FR_5600,ZDB-EST-050809-81
FR_4383,FR_4383,ZDB-EST-050809-56
FR_4378,FR_4378,ZDB-EST-050809-53
FR_4382,FR_4382,ZDB-EST-050809-55
FR_5654,FR_5654,ZDB-EST-050809-111
FR_4336,FR_4336,ZDB-EST-050809-39
FR_5640,FR_5640,ZDB-EST-050809-101
FR_4414,FR_4414,ZDB-EST-050809-68
FR_4582,FR_4582,ZDB-EST-050809-74
FR_4594,FR_4594,ZDB-EST-050809-79
FR_5651,FR_5651,ZDB-EST-050809-108
FR_5806,FR_5806,ZDB-EST-050809-166
FR_5827,FR_5827,ZDB-EST-050809-177
FR_4337,FR_4337,ZDB-EST-050809-40
FR_5619,FR_5619,ZDB-EST-050809-90
FR_5810,FR_5810,ZDB-EST-050809-169
FR_5795,FR_5795,ZDB-EST-050809-158
FR_4280,FR_4280,ZDB-EST-050809-12
FR_4352,FR_4352,ZDB-EST-050809-42
FR_5627,FR_5627,ZDB-EST-050809-94
FR_4373,FR_4373,ZDB-EST-050809-51
FR_4288,FR_4288,ZDB-EST-050809-15
FR_4362,FR_4362,ZDB-EST-050809-46
FR_4332,FR_4332,ZDB-EST-050809-37
FR_4360,FR_4360,ZDB-EST-050809-45
FR_4289,FR_4289,ZDB-EST-050809-16
FR_5634,FR_5634,ZDB-EST-050809-96
FR_5697,FR_5697,ZDB-EST-050809-130
FR_4372,FR_4372,ZDB-EST-050809-50
FR_4276,FR_4276,ZDB-EST-050809-10
FR_4353,FR_4353,ZDB-EST-050809-43
FR_4318,FR_4318,ZDB-EST-050809-33
FR_4302,FR_4302,ZDB-EST-050809-25
FR_4328,FR_4328,ZDB-EST-050809-36
FR_4389,FR_4389,ZDB-EST-050809-58
FR_4292,FR_4292,ZDB-EST-050809-18
FR_4579,FR_4579,ZDB-EST-050809-73
FR_4293,FR_4293,ZDB-EST-050809-19
FR_1870,FR_1870,ZDB-EST-050809-3
FR_5614,FR_5614,ZDB-EST-050809-88
FR_4313,FR_4313,ZDB-EST-050809-30
FR_5644,FR_5644,ZDB-EST-050809-104
FR_4396,FR_4396,ZDB-EST-050809-62
FR_5802,FR_5802,ZDB-EST-050809-162
FR_4366,FR_4366,ZDB-EST-050809-48
FR_4585,FR_4585,ZDB-EST-050809-75
FR_4295,FR_4295,ZDB-EST-050809-21
FR_4298,FR_4298,ZDB-EST-050809-22
FR_5808,FR_5808,ZDB-EST-050809-168
FR_4316,FR_4316,ZDB-EST-050809-31
FR_4405,FR_4405,ZDB-EST-050809-65
FR_5659,FR_5659,ZDB-EST-050809-112
FR_4393,FR_4393,ZDB-EST-050809-60
FR_4300,FR_4300,ZDB-EST-050809-23
FR_5751,FR_5751,ZDB-EST-050809-137
FR_5815,FR_5815,ZDB-EST-050809-173
FR_5665,FR_5665,ZDB-EST-050809-113
FR_4381,FR_4381,ZDB-EST-050809-54
FR_4427,FR_4427,ZDB-EST-050809-70
FR_7072,FR_7072,ZDB-CDNA-040808-67
FR_6992,FR_6992,ZDB-CDNA-040425-3250
FR_7265,FR_7265,ZDB-CDNA-040718-94
FR_5520,FR_5520,ZDB-CDNA-040425-32
FR_527,FR_527,ZDB-CDNA-040425-2893
FR_7448,FR_7448,ZDB-CDNA-041010-38
FR_7012,FR_7012,ZDB-CDNA-040425-3027
FR_7256,FR_7256,ZDB-CDNA-040912-6
FR_7264,FR_7264,ZDB-CDNA-040912-180
FR_7542,FR_7542,ZDB-CDNA-040912-70
FR_7024,FR_7024,ZDB-CDNA-040425-3287
FR_7451,FR_7451,ZDB-CDNA-041010-33
FR_7189,FR_7189,ZDB-CDNA-040718-444
FR_5724,FR_5724,ZDB-CDNA-040425-1244
FR_5734,FR_5734,ZDB-CDNA-040425-80
FR_7509,FR_7509,ZDB-CDNA-041010-111
FR_5484,FR_5484,ZDB-CDNA-040425-97
FR_5437,FR_5437,ZDB-CDNA-040425-3011
FR_7543,FR_7543,ZDB-CDNA-041010-210
FR_5525,FR_5525,ZDB-CDNA-040425-112
FR_7261,FR_7261,ZDB-CDNA-040912-174
FR_5513,FR_5513,ZDB-CDNA-040425-152
FR_7077,FR_7077,ZDB-CDNA-040801-228
FR_7204,FR_7204,ZDB-CDNA-040711-4
FR_6997,FR_6997,ZDB-CDNA-040425-3405
FR_5514,FR_5514,ZDB-CDNA-040425-3332
FR_7233,FR_7233,ZDB-CDNA-040718-82
FR_5738,FR_5738,ZDB-CDNA-040425-1325
FR_5409,FR_5409,ZDB-CDNA-040425-234
FR_7447,FR_7447,ZDB-CDNA-041010-23
FR_5536,FR_5536,ZDB-CDNA-040425-3538
FR_5357,FR_5357,ZDB-CDNA-040425-1579
FR_7305,FR_7305,ZDB-CDNA-040718-134
FR_7489,FR_7489,ZDB-CDNA-041010-60
FR_5550,FR_5550,ZDB-CDNA-040425-3159
FR_7463,FR_7463,ZDB-CDNA-041010-117
FR_5349,FR_5349,ZDB-CDNA-040425-1574
FR_5343,FR_5343,ZDB-CDNA-040425-2624
FR_5488,FR_5488,ZDB-CDNA-040425-366
FR_5583,FR_5583,ZDB-CDNA-040425-1447
FR_7009,FR_7009,ZDB-CDNA-040425-3379
FR_5486,FR_5486,ZDB-CDNA-040425-377
FR_5582,FR_5582,ZDB-CDNA-040425-1661
FR_5732,FR_5732,ZDB-CDNA-040425-1134
FR_5519,FR_5519,ZDB-CDNA-040425-3337
FR_5385,FR_5385,ZDB-CDNA-040425-395
FR_5530,FR_5530,ZDB-CDNA-040425-398
FR_5478,FR_5478,ZDB-CDNA-040425-2381
FR_5485,FR_5485,ZDB-CDNA-040425-2765
FR_5351,FR_5351,ZDB-CDNA-040425-426
FR_5354,FR_5354,ZDB-CDNA-040425-437
FR_5509,FR_5509,ZDB-CDNA-040425-447
FR_5571,FR_5571,ZDB-CDNA-040425-488
FR_5534,FR_5534,ZDB-CDNA-040425-494
FR_5487,FR_5487,ZDB-CDNA-040425-524
FR_7098,FR_7098,ZDB-CDNA-040704-5
FR_7490,FR_7490,ZDB-CDNA-040912-135
FR_7062,FR_7062,ZDB-CDNA-040718-499
FR_7306,FR_7306,ZDB-CDNA-040801-184
FR_7361,FR_7361,ZDB-CDNA-040718-325
FR_5446,FR_5446,ZDB-CDNA-040425-3087
FR_6994,FR_6994,ZDB-CDNA-040425-3273
FR_5362,FR_5362,ZDB-CDNA-040425-612
FR_5348,FR_5348,ZDB-CDNA-040425-610
FR_5309,FR_5309,ZDB-CDNA-040425-620
FR_5538,FR_5538,ZDB-CDNA-040425-631
FR_5483,FR_5483,ZDB-CDNA-040425-1283
FR_5542,FR_5542,ZDB-CDNA-040425-643
FR_5719,FR_5719,ZDB-CDNA-040425-656
FR_7018,FR_7018,ZDB-CDNA-040425-3351
FR_5410,FR_5410,ZDB-CDNA-040425-1451
FR_7459,FR_7459,ZDB-CDNA-041010-39
FR_7285,FR_7285,ZDB-CDNA-040718-154
FR_5720,FR_5720,ZDB-CDNA-040425-695
FR_7137,FR_7137,ZDB-CDNA-040704-18
FR_7067,FR_7067,ZDB-CDNA-040801-227
FR_5554,FR_5554,ZDB-CDNA-040425-3167
FR_5742,FR_5742,ZDB-CDNA-040425-3233
FR_7043,FR_7043,ZDB-CDNA-040425-3215
FR_5745,FR_5745,ZDB-CDNA-040425-3245
FR_5347,FR_5347,ZDB-CDNA-040425-1571
FR_5535,FR_5535,ZDB-CDNA-040425-3542
FR_7365,FR_7365,ZDB-CDNA-040718-353
FR_7016,FR_7016,ZDB-CDNA-040425-3401
FR_7248,FR_7248,ZDB-CDNA-040926-26
FR_7314,FR_7314,ZDB-CDNA-040718-518
FR_7454,FR_7454,ZDB-CDNA-041010-47
FR_5512,FR_5512,ZDB-CDNA-040425-1586
FR_5564,FR_5564,ZDB-CDNA-040425-821
FR_7428,FR_7428,ZDB-CDNA-040718-206
FR_7027,FR_7027,ZDB-CDNA-040425-3399
FR_7182,FR_7182,ZDB-CDNA-040704-72
FR_7017,FR_7017,ZDB-CDNA-040425-1126
FR_7198,FR_7198,ZDB-CDNA-040801-258
FR_7554,FR_7554,ZDB-CDNA-041010-97
FR_5579,FR_5579,ZDB-CDNA-040425-3255
FR_5529,FR_5529,ZDB-CDNA-040425-2780
FR_5497,FR_5497,ZDB-CDNA-040425-873
FR_7025,FR_7025,ZDB-CDNA-040425-3288
FR_5563,FR_5563,ZDB-CDNA-040425-1252
FR_7151,FR_7151,ZDB-CDNA-040718-27
FR_7226,FR_7226,ZDB-CDNA-040912-14
FR_5570,FR_5570,ZDB-CDNA-040425-906
FR_5503,FR_5503,ZDB-CDNA-040425-3326
FR_5727,FR_5727,ZDB-CDNA-040425-3241
FR_5586,FR_5586,ZDB-CDNA-040425-934
FR_5508,FR_5508,ZDB-CDNA-040425-937
FR_7443,FR_7443,ZDB-CDNA-041010-122
FR_7195,FR_7195,ZDB-CDNA-040704-78
FR_7038,FR_7038,ZDB-CDNA-040425-3398
FR_7450,FR_7450,ZDB-CDNA-041010-22
FR_7185,FR_7185,ZDB-CDNA-040704-76
FR_5500,FR_5500,ZDB-CDNA-040425-963
FR_7048,FR_7048,ZDB-CDNA-040905-5
FR_5584,FR_5584,ZDB-CDNA-040425-3277
FR_5377,FR_5377,ZDB-CDNA-040425-3691
FR_7029,FR_7029,ZDB-CDNA-040425-3472
FR_7573,FR_7573,ZDB-CDNA-041010-79
FR_7558,FR_7558,ZDB-CDNA-041010-77
FR_7557,FR_7557,ZDB-CDNA-041010-74
FR_7544,FR_7544,ZDB-CDNA-041010-73
FR_7545,FR_7545,ZDB-CDNA-041010-72
FR_7576,FR_7576,ZDB-CDNA-041010-207
FR_7530,FR_7530,ZDB-CDNA-041010-204
FR_7546,FR_7546,ZDB-CDNA-041010-203
FR_7537,FR_7537,ZDB-CDNA-041010-195
FR_7575,FR_7575,ZDB-CDNA-041010-194
FR_7574,FR_7574,ZDB-CDNA-041010-193
FR_7529,FR_7529,ZDB-CDNA-040912-67
FR_7531,FR_7531,ZDB-CDNA-041010-192
FR_7548,FR_7548,ZDB-CDNA-041010-190
FR_7547,FR_7547,ZDB-CDNA-041010-189
FR_7549,FR_7549,ZDB-CDNA-041010-188
FR_7534,FR_7534,ZDB-CDNA-041010-187
FR_7536,FR_7536,ZDB-CDNA-041010-185
FR_7468,FR_7468,ZDB-CDNA-040912-128
FR_7469,FR_7469,ZDB-CDNA-041010-46
FR_7453,FR_7453,ZDB-CDNA-041010-45
FR_7479,FR_7479,ZDB-CDNA-040912-127
FR_7478,FR_7478,ZDB-CDNA-041010-42
FR_7482,FR_7482,ZDB-CDNA-040912-125
FR_7472,FR_7472,ZDB-CDNA-040912-122
FR_7460,FR_7460,ZDB-CDNA-041010-32
FR_7471,FR_7471,ZDB-CDNA-040912-120
FR_7484,FR_7484,ZDB-CDNA-041010-30
FR_7433,FR_7433,ZDB-CDNA-041010-133
FR_7442,FR_7442,ZDB-CDNA-041010-130
FR_7437,FR_7437,ZDB-CDNA-041010-123
FR_7440,FR_7440,ZDB-CDNA-041010-119
FR_7464,FR_7464,ZDB-CDNA-041010-116
FR_7487,FR_7487,ZDB-CDNA-040912-40
FR_7488,FR_7488,ZDB-CDNA-041010-110
FR_7498,FR_7498,ZDB-CDNA-041010-107
FR_7499,FR_7499,ZDB-CDNA-041010-106
FR_7462,FR_7462,ZDB-CDNA-041010-71
FR_7465,FR_7465,ZDB-CDNA-041114-26
FR_7477,FR_7477,ZDB-CDNA-040912-35
FR_7494,FR_7494,ZDB-CDNA-041010-62
FR_7476,FR_7476,ZDB-CDNA-041010-57
FR_7452,FR_7452,ZDB-CDNA-041010-55
FR_7493,FR_7493,ZDB-CDNA-040912-133
FR_7485,FR_7485,ZDB-CDNA-041010-51
FR_7486,FR_7486,ZDB-CDNA-041010-50
FR_7480,FR_7480,ZDB-CDNA-041114-87
FR_7457,FR_7457,ZDB-CDNA-040912-130
FR_7446,FR_7446,ZDB-CDNA-041010-24
FR_7504,FR_7504,ZDB-CDNA-040912-115
FR_7526,FR_7526,ZDB-CDNA-041010-19
FR_7515,FR_7515,ZDB-CDNA-041010-14
FR_7565,FR_7565,ZDB-CDNA-040912-98
FR_7562,FR_7562,ZDB-CDNA-041010-102
FR_7572,FR_7572,ZDB-CDNA-041010-101
FR_7571,FR_7571,ZDB-CDNA-041010-100
FR_7552,FR_7552,ZDB-CDNA-040912-95
FR_7555,FR_7555,ZDB-CDNA-041010-98
FR_7569,FR_7569,ZDB-CDNA-041010-95
FR_7556,FR_7556,ZDB-CDNA-040912-88
FR_7553,FR_7553,ZDB-CDNA-041010-88
FR_7560,FR_7560,ZDB-CDNA-041010-87
FR_5588,FR_5588,ZDB-CDNA-040425-3334
FR_5384,FR_5384,ZDB-CDNA-040425-1981
FR_5414,FR_5414,ZDB-CDNA-040425-2163
FR_5721,FR_5721,ZDB-CDNA-040425-1309
FR_5493,FR_5493,ZDB-CDNA-040425-2392
FR_5447,FR_5447,ZDB-CDNA-040425-1282
FR_5448,FR_5448,ZDB-CDNA-040425-3081
FR_7014,FR_7014,ZDB-CDNA-040425-2474
FR_5397,FR_5397,ZDB-CDNA-040425-1142
FR_5380,FR_5380,ZDB-CDNA-040425-1034
FR_5363,FR_5363,ZDB-CDNA-040425-3683
FR_5426,FR_5426,ZDB-CDNA-040425-3900
FR_5427,FR_5427,ZDB-CDNA-040425-1490
FR_5405,FR_5405,ZDB-CDNA-040425-1356
FR_5401,FR_5401,ZDB-CDNA-040425-1354
FR_5404,FR_5404,ZDB-CDNA-040425-1361
FR_5391,FR_5391,ZDB-CDNA-040425-1144
FR_5360,FR_5360,ZDB-CDNA-040425-1497
FR_5356,FR_5356,ZDB-CDNA-040425-2633
FR_5358,FR_5358,ZDB-CDNA-040425-2634
FR_5361,FR_5361,ZDB-CDNA-040425-2717
FR_5439,FR_5439,ZDB-CDNA-040425-3045
FR_5438,FR_5438,ZDB-CDNA-040425-2733
FR_5436,FR_5436,ZDB-CDNA-040425-3025
FR_5537,FR_5537,ZDB-CDNA-040425-3517
FR_5533,FR_5533,ZDB-CDNA-040425-3512
FR_5540,FR_5540,ZDB-CDNA-040425-3480
FR_5557,FR_5557,ZDB-CDNA-040425-3454
FR_5555,FR_5555,ZDB-CDNA-040425-3193
FR_5548,FR_5548,ZDB-CDNA-040425-3179
FR_5549,FR_5549,ZDB-CDNA-040425-3177
FR_5459,FR_5459,ZDB-CDNA-040425-3154
FR_5560,FR_5560,ZDB-CDNA-040425-478
FR_5481,FR_5481,ZDB-CDNA-040425-3439
FR_5573,FR_5573,ZDB-CDNA-040425-3437
FR_5566,FR_5566,ZDB-CDNA-040425-2740
FR_5572,FR_5572,ZDB-CDNA-040425-3416
FR_5569,FR_5569,ZDB-CDNA-040425-3396
FR_5477,FR_5477,ZDB-CDNA-040425-2747
FR_5482,FR_5482,ZDB-CDNA-040425-1020
FR_5568,FR_5568,ZDB-CDNA-040425-3308
FR_5562,FR_5562,ZDB-CDNA-040425-3306
FR_5479,FR_5479,ZDB-CDNA-040425-3304
FR_5581,FR_5581,ZDB-CDNA-040425-2751
FR_5501,FR_5501,ZDB-CDNA-040425-2752
FR_5498,FR_5498,ZDB-CDNA-040425-1473
FR_5494,FR_5494,ZDB-CDNA-040425-1400
FR_5496,FR_5496,ZDB-CDNA-040425-3275
FR_5580,FR_5580,ZDB-CDNA-040425-2757
FR_5492,FR_5492,ZDB-CDNA-040425-3271
FR_5491,FR_5491,ZDB-CDNA-040425-2758
FR_5576,FR_5576,ZDB-CDNA-040425-2760
FR_5577,FR_5577,ZDB-CDNA-040425-3258
FR_5578,FR_5578,ZDB-CDNA-040425-3254
FR_5539,FR_5539,ZDB-CDNA-040425-3543
FR_5527,FR_5527,ZDB-CDNA-040425-3339
FR_5528,FR_5528,ZDB-CDNA-040425-2781
FR_5523,FR_5523,ZDB-CDNA-040425-2782
FR_5507,FR_5507,ZDB-CDNA-040425-2784
FR_5511,FR_5511,ZDB-CDNA-040425-2786
FR_5524,FR_5524,ZDB-CDNA-040425-2787
FR_5587,FR_5587,ZDB-CDNA-040425-1446
FR_5510,FR_5510,ZDB-CDNA-040425-3328
FR_5516,FR_5516,ZDB-CDNA-040425-1519
FR_5713,FR_5713,ZDB-CDNA-040425-2796
FR_5717,FR_5717,ZDB-CDNA-040425-1065
FR_5714,FR_5714,ZDB-CDNA-040425-2798
FR_5735,FR_5735,ZDB-CDNA-040425-3239
FR_5737,FR_5737,ZDB-CDNA-040425-2799
FR_5736,FR_5736,ZDB-CDNA-040425-2800
FR_5746,FR_5746,ZDB-CDNA-040425-2802
FR_5741,FR_5741,ZDB-CDNA-040425-2803
FR_5740,FR_5740,ZDB-CDNA-040425-3236
FR_5743,FR_5743,ZDB-CDNA-040425-2804
FR_5747,FR_5747,ZDB-CDNA-040425-2806
FR_5722,FR_5722,ZDB-CDNA-040425-3232
FR_5710,FR_5710,ZDB-CDNA-040425-2808
FR_5387,FR_5387,ZDB-CDNA-040425-2562
FR_7045,FR_7045,ZDB-CDNA-040425-2840
FR_5748,FR_5748,ZDB-CDNA-040425-1196
