ENSDARG00000088995|ENSDART00000122214|CABZ01030692.1|
ENSDARG00000079310|ENSDART00000134460|st3gal1l|
ENSDARG00000079310|ENSDART00000111854|st3gal1l|
ENSDARG00000093645|ENSDART00000132552|si:dkeyp-73g8.6|
ENSDARG00000095592|ENSDART00000144308|si:dkey-11o15.5|
ENSDARG00000041317|ENSDART00000088610|RANGAP1 (1 of 2)|
ENSDARG00000062236|ENSDART00000152082|ndrg4|
ENSDARG00000062236|ENSDART00000152099|ndrg4|
ENSDARG00000062236|ENSDART00000152079|ndrg4|
ENSDARG00000062236|ENSDART00000128808|ndrg4|
ENSDARG00000062236|ENSDART00000151830|ndrg4|
ENSDARG00000062236|ENSDART00000089737|ndrg4|
ENSDARG00000075723|ENSDART00000134498|CD6|
ENSDARG00000075723|ENSDART00000115124|CD6|
ENSDARG00000076566|ENSDART00000146775|kank3|
ENSDARG00000076566|ENSDART00000133669|kank3|
ENSDARG00000076566|ENSDART00000137149|kank3|
ENSDARG00000076566|ENSDART00000143821|kank3|
ENSDARG00000076566|ENSDART00000147349|kank3|
ENSDARG00000076566|ENSDART00000115050|kank3|
ENSDARG00000063268|ENSDART00000092297|SLC35G1|
ENSDARG00000094273|ENSDART00000135521|si:dkey-3k20.4|
ENSDARG00000092639|ENSDART00000143866|si:ch211-223o1.8p|
ENSDARG00000092639|ENSDART00000142814|si:ch211-223o1.8p|
ENSDARG00000062723|ENSDART00000091010|ZFYVE9 (3 of 3)|
ENSDARG00000088252|ENSDART00000134825|si:dkey-83f18.7|
ENSDARG00000088252|ENSDART00000137830|si:dkey-83f18.7|
ENSDARG00000088252|ENSDART00000136379|si:dkey-83f18.7|
ENSDARG00000088252|ENSDART00000105066|si:dkey-83f18.7|
ENSDARG00000057729|ENSDART00000147483|EPHB6|
ENSDARG00000057729|ENSDART00000080477|EPHB6|
ENSDARG00000058114|ENSDART00000080925|impad1|
ENSDARG00000058421|ENSDART00000081298|lgi1b|
ENSDARG00000058421|ENSDART00000126667|lgi1b|
ENSDARG00000053075|ENSDART00000050178|v2rh11|
ENSDARG00000033542|ENSDART00000046000|nitr12|
ENSDARG00000078058|ENSDART00000139436|dip2a|
ENSDARG00000078058|ENSDART00000115030|dip2a|
ENSDARG00000060506|ENSDART00000142911|sos2|
ENSDARG00000060506|ENSDART00000131600|sos2|
ENSDARG00000060506|ENSDART00000085319|sos2|
ENSDARG00000075519|ENSDART00000111516|FMNL1 (2 of 2)|
ENSDARG00000070668|ENSDART00000133787|cd4|
ENSDARG00000070668|ENSDART00000103977|cd4|
ENSDARG00000070668|ENSDART00000103975|cd4|
ENSDARG00000093122|ENSDART00000136132|si:dkey-97l20.2|
ENSDARG00000068989|ENSDART00000144767|gabra1|
ENSDARG00000068989|ENSDART00000100000|gabra1|
ENSDARG00000007709|ENSDART00000098300|adamts8a|
ENSDARG00000039512|ENSDART00000057732|ap1m3|
ENSDARG00000079876|ENSDART00000113168|C2CD4C (1 of 2)|
ENSDARG00000039757|ENSDART00000058107|mcfd2|
ENSDARG00000042129|ENSDART00000061744|zp3a.1|
ENSDARG00000042129|ENSDART00000128871|zp3a.1|
ENSDARG00000092986|ENSDART00000146254|CU207259.3|
ENSDARG00000092986|ENSDART00000146395|CU207259.3|
ENSDARG00000035521|ENSDART00000123635|sfrp1a|
ENSDARG00000035521|ENSDART00000051491|sfrp1a|
ENSDARG00000089709|ENSDART00000124134|GFRAL|
ENSDARG00000060632|ENSDART00000112731|usp43a|
ENSDARG00000060632|ENSDART00000085669|usp43a|
ENSDARG00000023722|ENSDART00000038434|hcrtr2|
ENSDARG00000069708|ENSDART00000149304|cdc34a|
ENSDARG00000069708|ENSDART00000131129|cdc34a|
ENSDARG00000069708|ENSDART00000101659|cdc34a|
ENSDARG00000037906|ENSDART00000055248|alkbh7|
ENSDARG00000057672|ENSDART00000064603|ppapdc1b|
ENSDARG00000057672|ENSDART00000135341|ppapdc1b|
ENSDARG00000057672|ENSDART00000127784|ppapdc1b|
ENSDARG00000060202|ENSDART00000145425|si:dkey-266h18.3|
ENSDARG00000060202|ENSDART00000133320|si:dkey-266h18.3|
ENSDARG00000060202|ENSDART00000084553|si:dkey-266h18.3|
ENSDARG00000034262|ENSDART00000131912|pld2|
ENSDARG00000034262|ENSDART00000039698|pld2|
ENSDARG00000078423|ENSDART00000110429|zgc:194285|
ENSDARG00000079251|ENSDART00000112484|nlgn2b|
ENSDARG00000076716|ENSDART00000113013|palb2|
ENSDARG00000076716|ENSDART00000142132|palb2|
ENSDARG00000076716|ENSDART00000128550|palb2|
ENSDARG00000044355|ENSDART00000065136|CT030712.1|
ENSDARG00000029832|ENSDART00000079593|slc26a1|
ENSDARG00000079150|ENSDART00000113496|CR383676.3|
ENSDARG00000089236|ENSDART00000123463|METTL15|
ENSDARG00000087046|ENSDART00000143686|si:ch211-222k6.2|
ENSDARG00000087046|ENSDART00000105919|si:ch211-222k6.2|
ENSDARG00000053129|ENSDART00000151437|carhsp1|
ENSDARG00000053129|ENSDART00000075100|carhsp1|
ENSDARG00000090355|ENSDART00000150790|si:dkey-40j3.1|
ENSDARG00000090355|ENSDART00000134088|si:dkey-40j3.1|
ENSDARG00000090355|ENSDART00000137513|si:dkey-40j3.1|
ENSDARG00000090355|ENSDART00000150627|si:dkey-40j3.1|
ENSDARG00000090355|ENSDART00000129572|si:dkey-40j3.1|
ENSDARG00000042661|ENSDART00000100262|TSTA3 (2 of 3)|
ENSDARG00000042661|ENSDART00000100267|TSTA3 (2 of 3)|
ENSDARG00000042661|ENSDART00000062578|TSTA3 (2 of 3)|
ENSDARG00000092995|ENSDART00000146584|si:dkeyp-73g8.7|
ENSDARG00000043416|ENSDART00000126959|tnfaip2a|
ENSDARG00000043416|ENSDART00000141449|tnfaip2a|
ENSDARG00000076171|ENSDART00000037516|znf827|
ENSDARG00000035771|ENSDART00000149842|MEPCE (2 of 2)|
ENSDARG00000035771|ENSDART00000130147|MEPCE (2 of 2)|
ENSDARG00000035771|ENSDART00000051907|MEPCE (2 of 2)|
ENSDARG00000026926|ENSDART00000147270|rom1b|
ENSDARG00000026926|ENSDART00000105461|rom1b|
ENSDARG00000069298|ENSDART00000100727|osbpl9|
ENSDARG00000069298|ENSDART00000135319|osbpl9|
ENSDARG00000069298|ENSDART00000145803|osbpl9|
ENSDARG00000069298|ENSDART00000142803|osbpl9|
ENSDARG00000069298|ENSDART00000146774|osbpl9|
ENSDARG00000005108|ENSDART00000002622|oclna|
ENSDARG00000068144|ENSDART00000098361|NMB (2 of 2)|
ENSDARG00000079443|ENSDART00000112468|CU929458.2|
ENSDARG00000056672|ENSDART00000079202|abcb8|
ENSDARG00000007130|ENSDART00000002556|MRTO4|
ENSDARG00000055424|ENSDART00000077771|CR392362.2|
ENSDARG00000060304|ENSDART00000142002|map7d1a|
ENSDARG00000060304|ENSDART00000084827|map7d1a|
ENSDARG00000037929|ENSDART00000146275|strada|
ENSDARG00000037929|ENSDART00000124421|strada|
ENSDARG00000037929|ENSDART00000055277|strada|
ENSDARG00000089758|ENSDART00000134167|si:dkey-11o15.7|
ENSDARG00000089758|ENSDART00000130024|si:dkey-11o15.7|
ENSDARG00000044684|ENSDART00000065659|rbp4l|
ENSDARG00000095640|ENSDART00000140877|si:ch1073-15f19.2|
ENSDARG00000078991|ENSDART00000108694|NAT8|
ENSDARG00000056166|ENSDART00000078611|CR759816.1|
ENSDARG00000078998|ENSDART00000151685|LHFPL4|
ENSDARG00000078998|ENSDART00000108946|LHFPL4|
ENSDARG00000028725|ENSDART00000030938|ADRA1A (1 of 2)|
ENSDARG00000092246|ENSDART00000131234|si:dkey-20i20.3|
ENSDARG00000090623|ENSDART00000121778|CR392352.1|
ENSDARG00000061850|ENSDART00000088686|CR847986.1|
ENSDARG00000043624|ENSDART00000123209|PQLC2|
ENSDARG00000043624|ENSDART00000101277|PQLC2|
ENSDARG00000043624|ENSDART00000064058|PQLC2|
ENSDARG00000071065|ENSDART00000138696|g6pd|
ENSDARG00000071065|ENSDART00000145928|g6pd|
ENSDARG00000071065|ENSDART00000139406|g6pd|
ENSDARG00000071065|ENSDART00000104834|g6pd|
ENSDARG00000016011|ENSDART00000027482|gpcpd1|
ENSDARG00000016011|ENSDART00000124283|gpcpd1|
ENSDARG00000014190|ENSDART00000014020|sst2|
ENSDARG00000021589|ENSDART00000143644|zgc:91811|
ENSDARG00000021589|ENSDART00000034243|zgc:91811|
ENSDARG00000071578|ENSDART00000132480|si:ch211-222k6.3|
ENSDARG00000071578|ENSDART00000105918|si:ch211-222k6.3|
ENSDARG00000071578|ENSDART00000105914|si:ch211-222k6.3|
ENSDARG00000096000|ENSDART00000150796|si:dkey-29j8.2|
ENSDARG00000070746|ENSDART00000104160|SFT2D2 (2 of 2)|
ENSDARG00000095239|ENSDART00000134702|si:dkeyp-106c3.1|
ENSDARG00000035562|ENSDART00000051552|mpdu1a|
ENSDARG00000095993|ENSDART00000150797|si:dkey-29j8.5|
ENSDARG00000052738|ENSDART00000134931|hmgcs1|
ENSDARG00000052738|ENSDART00000147060|hmgcs1|
ENSDARG00000052738|ENSDART00000140304|hmgcs1|
ENSDARG00000052738|ENSDART00000133120|hmgcs1|
ENSDARG00000052738|ENSDART00000074643|hmgcs1|
ENSDARG00000027852|ENSDART00000036597|plekhf1|
ENSDARG00000033489|ENSDART00000043218|ube2j1|
ENSDARG00000025567|ENSDART00000035062|nf2b|
ENSDARG00000025567|ENSDART00000136146|nf2b|
ENSDARG00000025567|ENSDART00000128987|nf2b|
ENSDARG00000029124|ENSDART00000134624|adamts15a|
ENSDARG00000029124|ENSDART00000098294|adamts15a|
ENSDARG00000008936|ENSDART00000008013|sec11a|
ENSDARG00000077326|ENSDART00000085761|slc45a4|
ENSDARG00000077326|ENSDART00000132643|slc45a4|
ENSDARG00000095440|ENSDART00000150476|si:dkeyp-53e4.2|
ENSDARG00000095440|ENSDART00000133264|si:dkeyp-53e4.2|
ENSDARG00000062868|ENSDART00000141800|eea1|
ENSDARG00000062868|ENSDART00000142527|eea1|
ENSDARG00000062868|ENSDART00000091349|eea1|
ENSDARG00000088500|ENSDART00000129669|C7H19orf12 (3 of 4)|
ENSDARG00000088571|ENSDART00000145368|si:ch211-151o1.2|
ENSDARG00000088571|ENSDART00000130374|si:ch211-151o1.2|
ENSDARG00000018532|ENSDART00000124518|C7H19orf12 (2 of 4)|
ENSDARG00000079355|ENSDART00000112385|flrt2|
ENSDARG00000043154|ENSDART00000063359|ucp2|
ENSDARG00000043154|ENSDART00000135686|ucp2|
ENSDARG00000043154|ENSDART00000137561|ucp2|
ENSDARG00000043154|ENSDART00000131922|ucp2|
ENSDARG00000043154|ENSDART00000131474|ucp2|
ENSDARG00000076451|ENSDART00000125431|prdm2b|
ENSDARG00000076451|ENSDART00000111907|prdm2b|
ENSDARG00000030367|ENSDART00000041805|metrn|
ENSDARG00000075949|ENSDART00000110322|PRKD1|
ENSDARG00000088040|ENSDART00000127420|MDP1|
ENSDARG00000086518|ENSDART00000123585|BX323595.1|
ENSDARG00000070769|ENSDART00000104204|foxg1a|
ENSDARG00000076020|ENSDART00000111730|pappa2|
ENSDARG00000057974|ENSDART00000131357|parp12b|
ENSDARG00000057974|ENSDART00000138321|parp12b|
ENSDARG00000057974|ENSDART00000080735|parp12b|
ENSDARG00000057974|ENSDART00000123208|parp12b|
ENSDARG00000071714|ENSDART00000145463|si:dkey-20i20.5|
ENSDARG00000071714|ENSDART00000106237|si:dkey-20i20.5|
ENSDARG00000057042|ENSDART00000079638|tm2d1|
ENSDARG00000057042|ENSDART00000113099|tm2d1|
ENSDARG00000036995|ENSDART00000053773|lsm6|
ENSDARG00000036995|ENSDART00000147458|lsm6|
ENSDARG00000093743|ENSDART00000138004|si:ch73-55c23.2|
ENSDARG00000093724|ENSDART00000141046|si:dkey-54g2.2|
ENSDARG00000091741|ENSDART00000121762|CR354382.1|
ENSDARG00000077988|ENSDART00000115249|ABCC10|
ENSDARG00000038974|ENSDART00000056885|DPYSL2 (1 of 2)|
ENSDARG00000012789|ENSDART00000026280|plek2|
ENSDARG00000086998|ENSDART00000125060|zgc:64002|
ENSDARG00000040130|ENSDART00000058699|CR391962.1|
ENSDARG00000053136|ENSDART00000075127|b2m|
ENSDARG00000053136|ENSDART00000150427|b2m|
ENSDARG00000053136|ENSDART00000131026|b2m|
ENSDARG00000053136|ENSDART00000150325|b2m|
ENSDARG00000088083|ENSDART00000122372|SIK3|
ENSDARG00000005823|ENSDART00000037025|slc39a10|
ENSDARG00000071403|ENSDART00000139341|oaz1|
ENSDARG00000071403|ENSDART00000138896|oaz1|
ENSDARG00000071403|ENSDART00000105532|oaz1|
ENSDARG00000059235|ENSDART00000132627|zgc:113274|
ENSDARG00000059235|ENSDART00000082295|zgc:113274|
ENSDARG00000056501|ENSDART00000079008|AL773596.2|
ENSDARG00000043986|ENSDART00000064573|setd6|
ENSDARG00000043986|ENSDART00000148098|setd6|
ENSDARG00000054447|ENSDART00000023151|SLC29A1 (2 of 2)|
ENSDARG00000093007|ENSDART00000066987|mphosph6|
ENSDARG00000060542|ENSDART00000085419|LGR4|
ENSDARG00000000489|ENSDART00000010019|upf3b|
ENSDARG00000000489|ENSDART00000133248|upf3b|
ENSDARG00000092703|ENSDART00000005087|C7H19orf12 (4 of 4)|
ENSDARG00000092703|ENSDART00000143669|C7H19orf12 (4 of 4)|
ENSDARG00000061398|ENSDART00000145571|epb41l4b|
ENSDARG00000061398|ENSDART00000087537|epb41l4b|
ENSDARG00000074312|ENSDART00000108699|coa3|
ENSDARG00000078309|ENSDART00000110814|fam83b|
ENSDARG00000091262|ENSDART00000124701|CABZ01088691.2|
ENSDARG00000006527|ENSDART00000135239|brd3a|
ENSDARG00000006527|ENSDART00000126672|brd3a|
ENSDARG00000006527|ENSDART00000140037|brd3a|
ENSDARG00000006527|ENSDART00000137050|brd3a|
ENSDARG00000006527|ENSDART00000128915|brd3a|
ENSDARG00000006527|ENSDART00000026708|brd3a|
ENSDARG00000006527|ENSDART00000130597|brd3a|
ENSDARG00000006031|ENSDART00000151404|abat|
ENSDARG00000006031|ENSDART00000151385|abat|
ENSDARG00000006031|ENSDART00000027468|abat|
ENSDARG00000030782|ENSDART00000048183||
ENSDARG00000056745|ENSDART00000140161|necab2|
ENSDARG00000056745|ENSDART00000144523|necab2|
ENSDARG00000056745|ENSDART00000100853|necab2|
ENSDARG00000054690|ENSDART00000076915|si:dkey-166k12.1|
ENSDARG00000061809|ENSDART00000032399|CABZ01084815.1|
ENSDARG00000087663|ENSDART00000151970|C24H16orf11|
ENSDARG00000087663|ENSDART00000128747|C24H16orf11|
ENSDARG00000017710|ENSDART00000123910|ppp1r14ab|
ENSDARG00000060318|ENSDART00000084855|stk40|
ENSDARG00000038540|ENSDART00000056245|dntt|
ENSDARG00000089920|ENSDART00000129773|MLIP|
ENSDARG00000071454|ENSDART00000105662|crp1|
ENSDARG00000045580|ENSDART00000139919|lum|
ENSDARG00000045580|ENSDART00000067022|lum|
ENSDARG00000060069|ENSDART00000084278|isoc1|
ENSDARG00000060069|ENSDART00000123875|isoc1|
ENSDARG00000076189|ENSDART00000112470|ccdc88b|
ENSDARG00000076189|ENSDART00000110103|ccdc88b|
ENSDARG00000017841|ENSDART00000003694|cand1|
ENSDARG00000003205|ENSDART00000019206|ngly1|
ENSDARG00000087957|ENSDART00000123547|GPR123 (1 of 3)|
ENSDARG00000030357|ENSDART00000133874|zgc:66313|
ENSDARG00000030357|ENSDART00000145468|zgc:66313|
ENSDARG00000030357|ENSDART00000133317|zgc:66313|
ENSDARG00000030357|ENSDART00000140316|zgc:66313|
ENSDARG00000030357|ENSDART00000142929|zgc:66313|
ENSDARG00000030357|ENSDART00000148090|zgc:66313|
ENSDARG00000030357|ENSDART00000132673|zgc:66313|
ENSDARG00000030357|ENSDART00000134272|zgc:66313|
ENSDARG00000030357|ENSDART00000042681|zgc:66313|
ENSDARG00000040620|ENSDART00000059476|psmg1|
ENSDARG00000040620|ENSDART00000144671|psmg1|
ENSDARG00000029805|ENSDART00000049374||
ENSDARG00000029473|ENSDART00000114676|zgc:173994|
ENSDARG00000091006|ENSDART00000136939|si:ch211-207g17.1|
ENSDARG00000091006|ENSDART00000123710|si:ch211-207g17.1|
ENSDARG00000078576|ENSDART00000151444|setd5|
ENSDARG00000078576|ENSDART00000150883|setd5|
ENSDARG00000078576|ENSDART00000151803|setd5|
ENSDARG00000078576|ENSDART00000113497|setd5|
ENSDARG00000035990|ENSDART00000133059|cited4a|
ENSDARG00000079329|ENSDART00000113609|rfwd2|
ENSDARG00000079329|ENSDART00000140544|rfwd2|
ENSDARG00000079329|ENSDART00000141066|rfwd2|
ENSDARG00000088334|ENSDART00000127704|BX005085.2|
ENSDARG00000068926|ENSDART00000141164|si:ch211-137a8.2|
ENSDARG00000068926|ENSDART00000144126|si:ch211-137a8.2|
ENSDARG00000068926|ENSDART00000131755|si:ch211-137a8.2|
ENSDARG00000068926|ENSDART00000139220|si:ch211-137a8.2|
ENSDARG00000068926|ENSDART00000133622|si:ch211-137a8.2|
ENSDARG00000068926|ENSDART00000144546|si:ch211-137a8.2|
ENSDARG00000068926|ENSDART00000099856|si:ch211-137a8.2|
ENSDARG00000020076|ENSDART00000151136|brdt|
ENSDARG00000020076|ENSDART00000151422|brdt|
ENSDARG00000020076|ENSDART00000151660|brdt|
ENSDARG00000020076|ENSDART00000151813|brdt|
ENSDARG00000020076|ENSDART00000130916|brdt|
ENSDARG00000020076|ENSDART00000040706|brdt|
ENSDARG00000091679|ENSDART00000122468|CU672268.1|
ENSDARG00000070565|ENSDART00000139657|ADAP2|
ENSDARG00000070565|ENSDART00000131288|ADAP2|
ENSDARG00000070565|ENSDART00000103729|ADAP2|
ENSDARG00000087593|ENSDART00000106448|zgc:173577|
ENSDARG00000087593|ENSDART00000101550|zgc:173577|
ENSDARG00000056757|ENSDART00000034619|SLC39A8 (1 of 2)|
ENSDARG00000095591|ENSDART00000147738|si:ch73-138e16.7|
ENSDARG00000016381|ENSDART00000088587|CABZ01088660.1|
ENSDARG00000074505|ENSDART00000108784|C19H7orf41|
ENSDARG00000076763|ENSDART00000111919|SP2 (2 of 2)|
ENSDARG00000043285|ENSDART00000137244|znf295|
ENSDARG00000043285|ENSDART00000063541|znf295|
ENSDARG00000074851|ENSDART00000145785|s1pr4|
ENSDARG00000074851|ENSDART00000113965|s1pr4|
ENSDARG00000057102|ENSDART00000079706|BX957274.1|
ENSDARG00000078525|ENSDART00000111026|CCRN4L (1 of 2)|
ENSDARG00000058827|ENSDART00000106343|zgc:113102|
ENSDARG00000024306|ENSDART00000131240|zbed4|
ENSDARG00000024306|ENSDART00000034534|zbed4|
ENSDARG00000057305|ENSDART00000110294|BX547930.1|
ENSDARG00000077528|ENSDART00000111709|CABZ01079251.1|
ENSDARG00000037777|ENSDART00000055047|stk16|
ENSDARG00000037777|ENSDART00000142248|stk16|
ENSDARG00000045976|ENSDART00000067583|sidt2|
ENSDARG00000032552|ENSDART00000043069|march5|
ENSDARG00000088839|ENSDART00000125233|BX248120.1|
ENSDARG00000091150|ENSDART00000126369|MKI67|
ENSDARG00000071494|ENSDART00000105751|fshr|
ENSDARG00000059276|ENSDART00000082355|hoxd4a|
ENSDARG00000088996|ENSDART00000126126|CABZ01069042.1|
ENSDARG00000079210|ENSDART00000114541|CABZ01019904.1|
ENSDARG00000095825|ENSDART00000149263|si:ch73-67c22.3|
ENSDARG00000010445|ENSDART00000008035|trabd|
ENSDARG00000010445|ENSDART00000145842|trabd|
ENSDARG00000092625|ENSDART00000132116|HTRA2 (21 of 31)|
ENSDARG00000058537|ENSDART00000132901|si:dkey-102c8.2|
ENSDARG00000058537|ENSDART00000105916|si:dkey-102c8.2|
ENSDARG00000058537|ENSDART00000105910|si:dkey-102c8.2|
ENSDARG00000058537|ENSDART00000063323|si:dkey-102c8.2|
ENSDARG00000058537|ENSDART00000105915|si:dkey-102c8.2|
ENSDARG00000068242|ENSDART00000140089|cngb1a|
ENSDARG00000068242|ENSDART00000098585|cngb1a|
ENSDARG00000039466|ENSDART00000113082|HNRNPH3|
ENSDARG00000039466|ENSDART00000108951|HNRNPH3|
ENSDARG00000039466|ENSDART00000057651|HNRNPH3|
ENSDARG00000039466|ENSDART00000149214|HNRNPH3|
ENSDARG00000057619|ENSDART00000080989|GPR141 (1 of 2)|
ENSDARG00000078650|ENSDART00000111055|KCNA4|
ENSDARG00000025311|ENSDART00000028591|AL773596.1|
ENSDARG00000021141|ENSDART00000032389|plekhf2|
ENSDARG00000078139|ENSDART00000112853|appl2|
ENSDARG00000087295|ENSDART00000125500|ZFYVE9 (2 of 3)|
ENSDARG00000061520|ENSDART00000087815|b4galnt1a|
ENSDARG00000061520|ENSDART00000142514|b4galnt1a|
ENSDARG00000077532|ENSDART00000084954|PIGN|
ENSDARG00000077532|ENSDART00000129028|PIGN|
ENSDARG00000077532|ENSDART00000004013|PIGN|
ENSDARG00000022280|ENSDART00000080348|brd2a|
ENSDARG00000022280|ENSDART00000035967|brd2a|
ENSDARG00000022280|ENSDART00000152077|brd2a|
ENSDARG00000022280|ENSDART00000139402|brd2a|
ENSDARG00000022280|ENSDART00000128438|brd2a|
ENSDARG00000010841|ENSDART00000122040|fshb|
ENSDARG00000010841|ENSDART00000011581|fshb|
ENSDARG00000032129|ENSDART00000026090|gtf2f1|
ENSDARG00000032129|ENSDART00000151411|gtf2f1|
ENSDARG00000032129|ENSDART00000151475|gtf2f1|
ENSDARG00000032129|ENSDART00000151211|gtf2f1|
ENSDARG00000032129|ENSDART00000151196|gtf2f1|
ENSDARG00000032129|ENSDART00000122357|gtf2f1|
ENSDARG00000032129|ENSDART00000047660|gtf2f1|
ENSDARG00000032129|ENSDART00000111878|gtf2f1|
ENSDARG00000027750|ENSDART00000037891|dpp7|
ENSDARG00000027750|ENSDART00000088827|dpp7|
ENSDARG00000027750|ENSDART00000137324|dpp7|
ENSDARG00000079990|ENSDART00000109923|SLC25A19|
ENSDARG00000032389|ENSDART00000048003|tspan12|
ENSDARG00000013333|ENSDART00000141461|ndufa10|
ENSDARG00000013333|ENSDART00000010311|ndufa10|
ENSDARG00000090892|ENSDART00000127284|or117-1|
ENSDARG00000054720|ENSDART00000076968|or118-1|
ENSDARG00000069420|ENSDART00000127581|trim23|
ENSDARG00000069420|ENSDART00000101032|trim23|
ENSDARG00000060165|ENSDART00000137131|dnah7|
ENSDARG00000060165|ENSDART00000141957|dnah7|
ENSDARG00000060165|ENSDART00000026924|dnah7|
ENSDARG00000054302|ENSDART00000076481|EHD4|
ENSDARG00000054302|ENSDART00000125997|EHD4|
ENSDARG00000044584|ENSDART00000065488|tex261|
ENSDARG00000077293|ENSDART00000108472|SYNPO2L (2 of 2)|
ENSDARG00000091027|ENSDART00000127523|aqp1a.2|
ENSDARG00000004452|ENSDART00000126681|tardbpl|
ENSDARG00000004452|ENSDART00000027255|tardbpl|
ENSDARG00000004452|ENSDART00000139223|tardbpl|
ENSDARG00000004452|ENSDART00000141928|tardbpl|
ENSDARG00000033138|ENSDART00000041192|lyrm2|
ENSDARG00000059079|ENSDART00000082093|vps25|
ENSDARG00000024979|ENSDART00000029092|lrrc1|
ENSDARG00000087677|ENSDART00000129623|CT827808.1|
ENSDARG00000006874|ENSDART00000056061|C5orf54|
ENSDARG00000096455|ENSDART00000151898|si:dkey-118j18.3|
ENSDARG00000096455|ENSDART00000151979|si:dkey-118j18.3|
ENSDARG00000096455|ENSDART00000152060|si:dkey-118j18.3|
ENSDARG00000096455|ENSDART00000151954|si:dkey-118j18.3|
ENSDARG00000096455|ENSDART00000152041|si:dkey-118j18.3|
ENSDARG00000067838|ENSDART00000148495|zgc:162967|
ENSDARG00000067838|ENSDART00000097729|zgc:162967|
ENSDARG00000070873|ENSDART00000104405|ccl25b|
ENSDARG00000092197|ENSDART00000141093|si:dkeyp-53e4.4|
ENSDARG00000092197|ENSDART00000144687|si:dkeyp-53e4.4|
ENSDARG00000008890|ENSDART00000002459|ctns|
ENSDARG00000086965|ENSDART00000128173|SV2C (1 of 2)|
ENSDARG00000016794|ENSDART00000005845|mtmr6|
ENSDARG00000025147|ENSDART00000031047|cd63|
ENSDARG00000088348|ENSDART00000126801|BX324210.1|
ENSDARG00000094042|ENSDART00000139123|si:dkey-20i20.4|
ENSDARG00000004925|ENSDART00000141481|immp2l|
ENSDARG00000004925|ENSDART00000010706|immp2l|
ENSDARG00000004925|ENSDART00000073667|immp2l|
ENSDARG00000078125|ENSDART00000146165|RUSC1|
ENSDARG00000078125|ENSDART00000132075|RUSC1|
ENSDARG00000078125|ENSDART00000135844|RUSC1|
ENSDARG00000078125|ENSDART00000114322|RUSC1|
ENSDARG00000093574|ENSDART00000147002|si:ch73-256j6.4|
ENSDARG00000092303|ENSDART00000147666|si:dkey-11o15.8|
ENSDARG00000076545|ENSDART00000112719|CABZ01019905.2|
ENSDARG00000094946|ENSDART00000147003|si:ch211-132b12.2|
ENSDARG00000043287|ENSDART00000063544|C10H12orf44|
ENSDARG00000043287|ENSDART00000141013|C10H12orf44|
ENSDARG00000043287|ENSDART00000126727|C10H12orf44|
ENSDARG00000043287|ENSDART00000125706|C10H12orf44|
ENSDARG00000060189|ENSDART00000084545|ESM1|
ENSDARG00000045554|ENSDART00000073434|SNX20|
ENSDARG00000063187|ENSDART00000092105|AGPAT5|
ENSDARG00000026964|ENSDART00000032042|hk2|
ENSDARG00000026964|ENSDART00000128401|hk2|
ENSDARG00000026964|ENSDART00000057637|hk2|
ENSDARG00000077664|ENSDART00000007642|zgc:110239|
ENSDARG00000017444|ENSDART00000025928|hal|
ENSDARG00000077242|ENSDART00000151968|eif3ha|
ENSDARG00000077242|ENSDART00000152053|eif3ha|
ENSDARG00000077242|ENSDART00000110583|eif3ha|
ENSDARG00000077242|ENSDART00000044634|eif3ha|
ENSDARG00000040229|ENSDART00000058852|CABZ01019905.1|
ENSDARG00000088708|ENSDART00000125281|NGFR (3 of 3)|
ENSDARG00000031983|ENSDART00000048110|six4b|
ENSDARG00000031983|ENSDART00000112537|six4b|
ENSDARG00000070694|ENSDART00000104065|NXPH3|
ENSDARG00000092043|ENSDART00000108753|poln|
ENSDARG00000030058|ENSDART00000018603|tbx4|
ENSDARG00000054719|ENSDART00000076967|or118-3|
