tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-141209-2927,OTTDART00000056154,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-483,OTTDART00000056155,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1710,OTTDART00000056156,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-484,OTTDART00000056158,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120702-223,OTTDART00000056177,ENSDART00000151997.2,
ZDB-TSCRIPT-131113-2485,OTTDART00000056201,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4084,OTTDART00000056202,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-893,OTTDART00000056203,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2486,OTTDART00000056204,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4085,OTTDART00000056205,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-894,OTTDART00000056206,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2488,OTTDART00000056210,ENSDART00000156208.3,
ZDB-TSCRIPT-131113-4087,OTTDART00000056211,ENSDART00000153543.2,
ZDB-TSCRIPT-131113-4089,OTTDART00000056220,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-898,OTTDART00000056221,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2491,OTTDART00000056222,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4090,OTTDART00000056223,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2492,OTTDART00000056225,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4091,OTTDART00000056226,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-900,OTTDART00000056227,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2493,OTTDART00000056228,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-905,OTTDART00000056243,ENSDART00000163124.2,
ZDB-TSCRIPT-131113-909,OTTDART00000056255,ENSDART00000154130.2,
ZDB-TSCRIPT-131113-2502,OTTDART00000056256,ENSDART00000155240.2,
ZDB-TSCRIPT-131113-910,OTTDART00000056258,ENSDART00000156220.2,
ZDB-TSCRIPT-131113-2503,OTTDART00000056259,ENSDART00000154202.2,
ZDB-TSCRIPT-131113-4102,OTTDART00000056260,ENSDART00000155099.2,
